job_id,skill,role_category,seniority,salary_midpoint,remote_type,company_tier,date_posted,is_high_growth_role
3f36c4b4-bb8,PyTorch,Machine Learning Engineer,Entry Level,170000.0,On-site,Scale-up,2026-03-13,True
3f36c4b4-bb8,Scikit-Learn,Machine Learning Engineer,Entry Level,170000.0,On-site,Scale-up,2026-03-13,True
3f36c4b4-bb8,Python,Machine Learning Engineer,Entry Level,170000.0,On-site,Scale-up,2026-03-13,True
3f36c4b4-bb8,Docker,Machine Learning Engineer,Entry Level,170000.0,On-site,Scale-up,2026-03-13,True
3f36c4b4-bb8,Aws Sagemaker,Machine Learning Engineer,Entry Level,170000.0,On-site,Scale-up,2026-03-13,True
3f36c4b4-bb8,Tensorflow,Machine Learning Engineer,Entry Level,170000.0,On-site,Scale-up,2026-03-13,True
3f36c4b4-bb8,Databricks,Machine Learning Engineer,Entry Level,170000.0,On-site,Scale-up,2026-03-13,True
5bb45d8d-67e,Dbt,Data Engineer,Staff/Lead,310000.0,Remote,Mid-market,2025-12-07,True
5bb45d8d-67e,Python,Data Engineer,Staff/Lead,310000.0,Remote,Mid-market,2025-12-07,True
5bb45d8d-67e,Kafka,Data Engineer,Staff/Lead,310000.0,Remote,Mid-market,2025-12-07,True
5bb45d8d-67e,Airflow,Data Engineer,Staff/Lead,310000.0,Remote,Mid-market,2025-12-07,True
5bb45d8d-67e,Spark,Data Engineer,Staff/Lead,310000.0,Remote,Mid-market,2025-12-07,True
5bb45d8d-67e,Sql,Data Engineer,Staff/Lead,310000.0,Remote,Mid-market,2025-12-07,True
5bb45d8d-67e,Snowflake,Data Engineer,Staff/Lead,310000.0,Remote,Mid-market,2025-12-07,True
adfe212f-3b1,Scikit-Learn,Data Scientist,Senior,340000.0,Remote,FAANG+,2026-02-14,False
adfe212f-3b1,Statistics,Data Scientist,Senior,340000.0,Remote,FAANG+,2026-02-14,False
adfe212f-3b1,Jupyter,Data Scientist,Senior,340000.0,Remote,FAANG+,2026-02-14,False
adfe212f-3b1,Python,Data Scientist,Senior,340000.0,Remote,FAANG+,2026-02-14,False
adfe212f-3b1,B Testing,Data Scientist,Senior,340000.0,Remote,FAANG+,2026-02-14,False
adfe212f-3b1,Sql,Data Scientist,Senior,340000.0,Remote,FAANG+,2026-02-14,False
2c3a1b0d-16c,Mlflow,Machine Learning Engineer,Mid Level,345000.0,Hybrid,Mid-market,2026-03-18,True
2c3a1b0d-16c,PyTorch,Machine Learning Engineer,Mid Level,345000.0,Hybrid,Mid-market,2026-03-18,True
2c3a1b0d-16c,Scikit-Learn,Machine Learning Engineer,Mid Level,345000.0,Hybrid,Mid-market,2026-03-18,True
2c3a1b0d-16c,Python,Machine Learning Engineer,Mid Level,345000.0,Hybrid,Mid-market,2026-03-18,True
2c3a1b0d-16c,Git,Machine Learning Engineer,Mid Level,345000.0,Hybrid,Mid-market,2026-03-18,True
2c3a1b0d-16c,Docker,Machine Learning Engineer,Mid Level,345000.0,Hybrid,Mid-market,2026-03-18,True
2c3a1b0d-16c,Aws Sagemaker,Machine Learning Engineer,Mid Level,345000.0,Hybrid,Mid-market,2026-03-18,True
2c3a1b0d-16c,Tensorflow,Machine Learning Engineer,Mid Level,345000.0,Hybrid,Mid-market,2026-03-18,True
ee3f8e4d-816,Mlflow,Machine Learning Engineer,Entry Level,175000.0,Remote,Scale-up,2026-02-24,True
ee3f8e4d-816,Kubernetes,Machine Learning Engineer,Entry Level,175000.0,Remote,Scale-up,2026-02-24,True
ee3f8e4d-816,Scikit-Learn,Machine Learning Engineer,Entry Level,175000.0,Remote,Scale-up,2026-02-24,True
ee3f8e4d-816,Gcp Vertex Ai,Machine Learning Engineer,Entry Level,175000.0,Remote,Scale-up,2026-02-24,True
ee3f8e4d-816,Python,Machine Learning Engineer,Entry Level,175000.0,Remote,Scale-up,2026-02-24,True
ee3f8e4d-816,Aws Sagemaker,Machine Learning Engineer,Entry Level,175000.0,Remote,Scale-up,2026-02-24,True
ee3f8e4d-816,Tensorflow,Machine Learning Engineer,Entry Level,175000.0,Remote,Scale-up,2026-02-24,True
a9c7d065-5fe,Google Sheets,Data Analyst,Mid Level,175000.0,Hybrid,Scale-up,2026-01-13,False
a9c7d065-5fe,Python,Data Analyst,Mid Level,175000.0,Hybrid,Scale-up,2026-01-13,False
a9c7d065-5fe,Bigquery,Data Analyst,Mid Level,175000.0,Hybrid,Scale-up,2026-01-13,False
a9c7d065-5fe,Sql,Data Analyst,Mid Level,175000.0,Hybrid,Scale-up,2026-01-13,False
a9c7d065-5fe,Redshift,Data Analyst,Mid Level,175000.0,Hybrid,Scale-up,2026-01-13,False
a9c7d065-5fe,Snowflake,Data Analyst,Mid Level,175000.0,Hybrid,Scale-up,2026-01-13,False
a9c7d065-5fe,Power Bi,Data Analyst,Mid Level,175000.0,Hybrid,Scale-up,2026-01-13,False
a9c7d065-5fe,Excel,Data Analyst,Mid Level,175000.0,Hybrid,Scale-up,2026-01-13,False
9216e958-b40,Git,Data Analyst,Mid Level,205000.0,On-site,FAANG+,2026-01-05,False
9216e958-b40,Python,Data Analyst,Mid Level,205000.0,On-site,FAANG+,2026-01-05,False
9216e958-b40,Sql,Data Analyst,Mid Level,205000.0,On-site,FAANG+,2026-01-05,False
9216e958-b40,Tableau,Data Analyst,Mid Level,205000.0,On-site,FAANG+,2026-01-05,False
9216e958-b40,Power Bi,Data Analyst,Mid Level,205000.0,On-site,FAANG+,2026-01-05,False
9216e958-b40,Excel,Data Analyst,Mid Level,205000.0,On-site,FAANG+,2026-01-05,False
36f4e5c4-a6d,Scikit-Learn,Data Scientist,Mid Level,110000.0,Hybrid,Enterprise,2026-03-11,False
36f4e5c4-a6d,Git,Data Scientist,Mid Level,110000.0,Hybrid,Enterprise,2026-03-11,False
36f4e5c4-a6d,B Testing,Data Scientist,Mid Level,110000.0,Hybrid,Enterprise,2026-03-11,False
36f4e5c4-a6d,Sql,Data Scientist,Mid Level,110000.0,Hybrid,Enterprise,2026-03-11,False
36f4e5c4-a6d,Snowflake,Data Scientist,Mid Level,110000.0,Hybrid,Enterprise,2026-03-11,False
627f995f-718,Dbt,Analytics Engineer,Mid Level,100000.0,Hybrid,Mid-market,2026-01-18,True
627f995f-718,Bigquery,Analytics Engineer,Mid Level,100000.0,Hybrid,Mid-market,2026-01-18,True
627f995f-718,Data Modeling,Analytics Engineer,Mid Level,100000.0,Hybrid,Mid-market,2026-01-18,True
627f995f-718,Sql,Analytics Engineer,Mid Level,100000.0,Hybrid,Mid-market,2026-01-18,True
627f995f-718,Tableau,Analytics Engineer,Mid Level,100000.0,Hybrid,Mid-market,2026-01-18,True
627f995f-718,Snowflake,Analytics Engineer,Mid Level,100000.0,Hybrid,Mid-market,2026-01-18,True
a17160e2-3e9,Google Sheets,Data Analyst,Mid Level,80000.0,Hybrid,Startup,2026-03-12,False
a17160e2-3e9,Dbt,Data Analyst,Mid Level,80000.0,Hybrid,Startup,2026-03-12,False
a17160e2-3e9,Looker,Data Analyst,Mid Level,80000.0,Hybrid,Startup,2026-03-12,False
a17160e2-3e9,Git,Data Analyst,Mid Level,80000.0,Hybrid,Startup,2026-03-12,False
a17160e2-3e9,Python,Data Analyst,Mid Level,80000.0,Hybrid,Startup,2026-03-12,False
a17160e2-3e9,Tableau,Data Analyst,Mid Level,80000.0,Hybrid,Startup,2026-03-12,False
a17160e2-3e9,Redshift,Data Analyst,Mid Level,80000.0,Hybrid,Startup,2026-03-12,False
a17160e2-3e9,Power Bi,Data Analyst,Mid Level,80000.0,Hybrid,Startup,2026-03-12,False
a17160e2-3e9,Excel,Data Analyst,Mid Level,80000.0,Hybrid,Startup,2026-03-12,False
4329abc8-8ae,Looker,Data Analyst,Entry Level,120000.0,Remote,Scale-up,2026-03-11,False
4329abc8-8ae,Git,Data Analyst,Entry Level,120000.0,Remote,Scale-up,2026-03-11,False
4329abc8-8ae,Python,Data Analyst,Entry Level,120000.0,Remote,Scale-up,2026-03-11,False
4329abc8-8ae,Sql,Data Analyst,Entry Level,120000.0,Remote,Scale-up,2026-03-11,False
4329abc8-8ae,Tableau,Data Analyst,Entry Level,120000.0,Remote,Scale-up,2026-03-11,False
4329abc8-8ae,Power Bi,Data Analyst,Entry Level,120000.0,Remote,Scale-up,2026-03-11,False
4329abc8-8ae,Excel,Data Analyst,Entry Level,120000.0,Remote,Scale-up,2026-03-11,False
3cd9b38c-1e1,Kubernetes,Data Engineer,Senior,290000.0,Remote,Scale-up,2026-03-12,True
3cd9b38c-1e1,Dbt,Data Engineer,Senior,290000.0,Remote,Scale-up,2026-03-12,True
3cd9b38c-1e1,Python,Data Engineer,Senior,290000.0,Remote,Scale-up,2026-03-12,True
3cd9b38c-1e1,Kafka,Data Engineer,Senior,290000.0,Remote,Scale-up,2026-03-12,True
3cd9b38c-1e1,Docker,Data Engineer,Senior,290000.0,Remote,Scale-up,2026-03-12,True
3cd9b38c-1e1,Databricks,Data Engineer,Senior,290000.0,Remote,Scale-up,2026-03-12,True
3cd9b38c-1e1,GCP,Data Engineer,Senior,290000.0,Remote,Scale-up,2026-03-12,True
b953c1c7-93e,Kubernetes,Data Engineer,Senior,235000.0,Remote,Mid-market,2026-02-08,True
b953c1c7-93e,Git,Data Engineer,Senior,235000.0,Remote,Mid-market,2026-02-08,True
b953c1c7-93e,Kafka,Data Engineer,Senior,235000.0,Remote,Mid-market,2026-02-08,True
b953c1c7-93e,Python,Data Engineer,Senior,235000.0,Remote,Mid-market,2026-02-08,True
b953c1c7-93e,Airflow,Data Engineer,Senior,235000.0,Remote,Mid-market,2026-02-08,True
b953c1c7-93e,Sql,Data Engineer,Senior,235000.0,Remote,Mid-market,2026-02-08,True
b953c1c7-93e,Snowflake,Data Engineer,Senior,235000.0,Remote,Mid-market,2026-02-08,True
b953c1c7-93e,GCP,Data Engineer,Senior,235000.0,Remote,Mid-market,2026-02-08,True
3ae75209-9a8,Dax,Business Intelligence Developer,Senior,185000.0,Hybrid,Scale-up,2026-02-27,False
3ae75209-9a8,Python,Business Intelligence Developer,Senior,185000.0,Hybrid,Scale-up,2026-02-27,False
3ae75209-9a8,Tableau,Business Intelligence Developer,Senior,185000.0,Hybrid,Scale-up,2026-02-27,False
3ae75209-9a8,Looker,Business Intelligence Developer,Senior,185000.0,Hybrid,Scale-up,2026-02-27,False
e96f191f-fd8,Statistics,Data Scientist,Staff/Lead,290000.0,On-site,Mid-market,2026-03-09,False
e96f191f-fd8,Git,Data Scientist,Staff/Lead,290000.0,On-site,Mid-market,2026-03-09,False
e96f191f-fd8,Python,Data Scientist,Staff/Lead,290000.0,On-site,Mid-market,2026-03-09,False
e96f191f-fd8,Docker,Data Scientist,Staff/Lead,290000.0,On-site,Mid-market,2026-03-09,False
e96f191f-fd8,Airflow,Data Scientist,Staff/Lead,290000.0,On-site,Mid-market,2026-03-09,False
e96f191f-fd8,B Testing,Data Scientist,Staff/Lead,290000.0,On-site,Mid-market,2026-03-09,False
e96f191f-fd8,Sql,Data Scientist,Staff/Lead,290000.0,On-site,Mid-market,2026-03-09,False
e1e6ec69-001,PyTorch,AI/LLM Engineer,Senior,435000.0,Remote,Enterprise,2026-03-04,True
e1e6ec69-001,RAG,AI/LLM Engineer,Senior,435000.0,Remote,Enterprise,2026-03-04,True
e1e6ec69-001,Vector Databases,AI/LLM Engineer,Senior,435000.0,Remote,Enterprise,2026-03-04,True
e1e6ec69-001,Git,AI/LLM Engineer,Senior,435000.0,Remote,Enterprise,2026-03-04,True
e1e6ec69-001,Python,AI/LLM Engineer,Senior,435000.0,Remote,Enterprise,2026-03-04,True
e1e6ec69-001,Openai Api,AI/LLM Engineer,Senior,435000.0,Remote,Enterprise,2026-03-04,True
e1e6ec69-001,LangChain,AI/LLM Engineer,Senior,435000.0,Remote,Enterprise,2026-03-04,True
e1e6ec69-001,Weaviate,AI/LLM Engineer,Senior,435000.0,Remote,Enterprise,2026-03-04,True
e1e6ec69-001,Hugging Face,AI/LLM Engineer,Senior,435000.0,Remote,Enterprise,2026-03-04,True
e1e6ec69-001,Pinecone,AI/LLM Engineer,Senior,435000.0,Remote,Enterprise,2026-03-04,True
72eb5cf7-029,Aws,Data Scientist,Senior,355000.0,Hybrid,Mid-market,2026-03-11,False
72eb5cf7-029,Scikit-Learn,Data Scientist,Senior,355000.0,Hybrid,Mid-market,2026-03-11,False
72eb5cf7-029,Git,Data Scientist,Senior,355000.0,Hybrid,Mid-market,2026-03-11,False
72eb5cf7-029,Python,Data Scientist,Senior,355000.0,Hybrid,Mid-market,2026-03-11,False
72eb5cf7-029,B Testing,Data Scientist,Senior,355000.0,Hybrid,Mid-market,2026-03-11,False
72eb5cf7-029,Sql,Data Scientist,Senior,355000.0,Hybrid,Mid-market,2026-03-11,False
7c5e760a-cd0,Dax,Business Intelligence Developer,Senior,170000.0,Remote,Scale-up,2026-02-20,False
7c5e760a-cd0,Looker,Business Intelligence Developer,Senior,170000.0,Remote,Scale-up,2026-02-20,False
7c5e760a-cd0,Sql,Business Intelligence Developer,Senior,170000.0,Remote,Scale-up,2026-02-20,False
7c5e760a-cd0,Tableau,Business Intelligence Developer,Senior,170000.0,Remote,Scale-up,2026-02-20,False
7c5e760a-cd0,Snowflake,Business Intelligence Developer,Senior,170000.0,Remote,Scale-up,2026-02-20,False
7c5e760a-cd0,Excel,Business Intelligence Developer,Senior,170000.0,Remote,Scale-up,2026-02-20,False
125d2edc-cb0,Aws,Data Scientist,Senior,280000.0,On-site,Enterprise,2026-01-16,False
125d2edc-cb0,Scikit-Learn,Data Scientist,Senior,280000.0,On-site,Enterprise,2026-01-16,False
125d2edc-cb0,Statistics,Data Scientist,Senior,280000.0,On-site,Enterprise,2026-01-16,False
125d2edc-cb0,Git,Data Scientist,Senior,280000.0,On-site,Enterprise,2026-01-16,False
125d2edc-cb0,B Testing,Data Scientist,Senior,280000.0,On-site,Enterprise,2026-01-16,False
125d2edc-cb0,Databricks,Data Scientist,Senior,280000.0,On-site,Enterprise,2026-01-16,False
125d2edc-cb0,GCP,Data Scientist,Senior,280000.0,On-site,Enterprise,2026-01-16,False
846832b6-60c,Aws,Data Platform Engineer,Senior,245000.0,Hybrid,Startup,2025-12-12,True
846832b6-60c,Kubernetes,Data Platform Engineer,Senior,245000.0,Hybrid,Startup,2025-12-12,True
846832b6-60c,Terraform,Data Platform Engineer,Senior,245000.0,Hybrid,Startup,2025-12-12,True
846832b6-60c,Git,Data Platform Engineer,Senior,245000.0,Hybrid,Startup,2025-12-12,True
846832b6-60c,Kafka,Data Platform Engineer,Senior,245000.0,Hybrid,Startup,2025-12-12,True
846832b6-60c,Python,Data Platform Engineer,Senior,245000.0,Hybrid,Startup,2025-12-12,True
846832b6-60c,Helm,Data Platform Engineer,Senior,245000.0,Hybrid,Startup,2025-12-12,True
846832b6-60c,Spark,Data Platform Engineer,Senior,245000.0,Hybrid,Startup,2025-12-12,True
846832b6-60c,GCP,Data Platform Engineer,Senior,245000.0,Hybrid,Startup,2025-12-12,True
ce57d58a-0b0,Aws,Data Platform Engineer,Senior,250000.0,On-site,Scale-up,2026-03-18,True
ce57d58a-0b0,Kubernetes,Data Platform Engineer,Senior,250000.0,On-site,Scale-up,2026-03-18,True
ce57d58a-0b0,Azure,Data Platform Engineer,Senior,250000.0,On-site,Scale-up,2026-03-18,True
ce57d58a-0b0,Terraform,Data Platform Engineer,Senior,250000.0,On-site,Scale-up,2026-03-18,True
ce57d58a-0b0,Kafka,Data Platform Engineer,Senior,250000.0,On-site,Scale-up,2026-03-18,True
ce57d58a-0b0,Spark,Data Platform Engineer,Senior,250000.0,On-site,Scale-up,2026-03-18,True
ce57d58a-0b0,Databricks,Data Platform Engineer,Senior,250000.0,On-site,Scale-up,2026-03-18,True
ce57d58a-0b0,Sql,Data Platform Engineer,Senior,250000.0,On-site,Scale-up,2026-03-18,True
ce57d58a-0b0,Prometheus,Data Platform Engineer,Senior,250000.0,On-site,Scale-up,2026-03-18,True
e4c671a0-e90,Mlflow,Machine Learning Engineer,Senior,390000.0,Remote,Enterprise,2026-03-02,True
e4c671a0-e90,Kubernetes,Machine Learning Engineer,Senior,390000.0,Remote,Enterprise,2026-03-02,True
e4c671a0-e90,Python,Machine Learning Engineer,Senior,390000.0,Remote,Enterprise,2026-03-02,True
e4c671a0-e90,Aws Sagemaker,Machine Learning Engineer,Senior,390000.0,Remote,Enterprise,2026-03-02,True
e4c671a0-e90,Tensorflow,Machine Learning Engineer,Senior,390000.0,Remote,Enterprise,2026-03-02,True
e4c671a0-e90,Ray,Machine Learning Engineer,Senior,390000.0,Remote,Enterprise,2026-03-02,True
ed75dc7a-a22,PyTorch,AI/LLM Engineer,Senior,360000.0,Remote,Scale-up,2026-03-09,True
ed75dc7a-a22,RAG,AI/LLM Engineer,Senior,360000.0,Remote,Scale-up,2026-03-09,True
ed75dc7a-a22,Azure,AI/LLM Engineer,Senior,360000.0,Remote,Scale-up,2026-03-09,True
ed75dc7a-a22,Vector Databases,AI/LLM Engineer,Senior,360000.0,Remote,Scale-up,2026-03-09,True
ed75dc7a-a22,Python,AI/LLM Engineer,Senior,360000.0,Remote,Scale-up,2026-03-09,True
ed75dc7a-a22,Fastapi,AI/LLM Engineer,Senior,360000.0,Remote,Scale-up,2026-03-09,True
ed75dc7a-a22,Openai Api,AI/LLM Engineer,Senior,360000.0,Remote,Scale-up,2026-03-09,True
ed75dc7a-a22,LangChain,AI/LLM Engineer,Senior,360000.0,Remote,Scale-up,2026-03-09,True
ed75dc7a-a22,Weaviate,AI/LLM Engineer,Senior,360000.0,Remote,Scale-up,2026-03-09,True
a7ee0048-fcb,Aws,Data Scientist,Senior,180000.0,Hybrid,Startup,2026-03-01,False
a7ee0048-fcb,Scikit-Learn,Data Scientist,Senior,180000.0,Hybrid,Startup,2026-03-01,False
a7ee0048-fcb,Statistics,Data Scientist,Senior,180000.0,Hybrid,Startup,2026-03-01,False
a7ee0048-fcb,Jupyter,Data Scientist,Senior,180000.0,Hybrid,Startup,2026-03-01,False
a7ee0048-fcb,Python,Data Scientist,Senior,180000.0,Hybrid,Startup,2026-03-01,False
a7ee0048-fcb,Snowflake,Data Scientist,Senior,180000.0,Hybrid,Startup,2026-03-01,False
a7ee0048-fcb,GCP,Data Scientist,Senior,180000.0,Hybrid,Startup,2026-03-01,False
0416dd79-409,Aws,Data Scientist,Principal,480000.0,Remote,Scale-up,2026-03-04,False
0416dd79-409,Python,Data Scientist,Principal,480000.0,Remote,Scale-up,2026-03-04,False
0416dd79-409,Docker,Data Scientist,Principal,480000.0,Remote,Scale-up,2026-03-04,False
0416dd79-409,Airflow,Data Scientist,Principal,480000.0,Remote,Scale-up,2026-03-04,False
0416dd79-409,Databricks,Data Scientist,Principal,480000.0,Remote,Scale-up,2026-03-04,False
0416dd79-409,Sql,Data Scientist,Principal,480000.0,Remote,Scale-up,2026-03-04,False
a8ad199e-d15,Redshift,Data Analyst,Principal,250000.0,On-site,Enterprise,2026-03-21,False
a8ad199e-d15,Google Sheets,Data Analyst,Principal,250000.0,On-site,Enterprise,2026-03-21,False
a8ad199e-d15,Looker,Data Analyst,Principal,250000.0,On-site,Enterprise,2026-03-21,False
a8ad199e-d15,Python,Data Analyst,Principal,250000.0,On-site,Enterprise,2026-03-21,False
a8ad199e-d15,Bigquery,Data Analyst,Principal,250000.0,On-site,Enterprise,2026-03-21,False
a8ad199e-d15,Tableau,Data Analyst,Principal,250000.0,On-site,Enterprise,2026-03-21,False
a8ad199e-d15,Excel,Data Analyst,Principal,250000.0,On-site,Enterprise,2026-03-21,False
40cd465f-7b6,Google Sheets,Data Analyst,Staff/Lead,200000.0,On-site,Startup,2026-03-22,False
40cd465f-7b6,Looker,Data Analyst,Staff/Lead,200000.0,On-site,Startup,2026-03-22,False
40cd465f-7b6,Git,Data Analyst,Staff/Lead,200000.0,On-site,Startup,2026-03-22,False
40cd465f-7b6,Sql,Data Analyst,Staff/Lead,200000.0,On-site,Startup,2026-03-22,False
40cd465f-7b6,Tableau,Data Analyst,Staff/Lead,200000.0,On-site,Startup,2026-03-22,False
40cd465f-7b6,Snowflake,Data Analyst,Staff/Lead,200000.0,On-site,Startup,2026-03-22,False
40cd465f-7b6,Power Bi,Data Analyst,Staff/Lead,200000.0,On-site,Startup,2026-03-22,False
40cd465f-7b6,Excel,Data Analyst,Staff/Lead,200000.0,On-site,Startup,2026-03-22,False
e72aaf2e-57b,Kubernetes,Data Engineer,Senior,245000.0,Hybrid,Startup,2026-02-13,True
e72aaf2e-57b,Azure,Data Engineer,Senior,245000.0,Hybrid,Startup,2026-02-13,True
e72aaf2e-57b,Dbt,Data Engineer,Senior,245000.0,Hybrid,Startup,2026-02-13,True
e72aaf2e-57b,Python,Data Engineer,Senior,245000.0,Hybrid,Startup,2026-02-13,True
e72aaf2e-57b,Airflow,Data Engineer,Senior,245000.0,Hybrid,Startup,2026-02-13,True
e72aaf2e-57b,Databricks,Data Engineer,Senior,245000.0,Hybrid,Startup,2026-02-13,True
14d8b3fd-9a9,Looker,Business Intelligence Developer,Mid Level,95000.0,On-site,Scale-up,2026-02-16,False
14d8b3fd-9a9,Data Modeling,Business Intelligence Developer,Mid Level,95000.0,On-site,Scale-up,2026-02-16,False
14d8b3fd-9a9,Sql,Business Intelligence Developer,Mid Level,95000.0,On-site,Scale-up,2026-02-16,False
14d8b3fd-9a9,Tableau,Business Intelligence Developer,Mid Level,95000.0,On-site,Scale-up,2026-02-16,False
14d8b3fd-9a9,Snowflake,Business Intelligence Developer,Mid Level,95000.0,On-site,Scale-up,2026-02-16,False
14d8b3fd-9a9,Power Bi,Business Intelligence Developer,Mid Level,95000.0,On-site,Scale-up,2026-02-16,False
583c3a95-978,Python,Data Analyst,Senior,150000.0,On-site,Startup,2026-03-09,False
583c3a95-978,Looker,Data Analyst,Senior,150000.0,On-site,Startup,2026-03-09,False
583c3a95-978,Sql,Data Analyst,Senior,150000.0,On-site,Startup,2026-03-09,False
583c3a95-978,Snowflake,Data Analyst,Senior,150000.0,On-site,Startup,2026-03-09,False
583c3a95-978,Power Bi,Data Analyst,Senior,150000.0,On-site,Startup,2026-03-09,False
befc281c-878,Aws,Data Engineer,Senior,220000.0,On-site,Enterprise,2026-03-17,True
befc281c-878,Kubernetes,Data Engineer,Senior,220000.0,On-site,Enterprise,2026-03-17,True
befc281c-878,Terraform,Data Engineer,Senior,220000.0,On-site,Enterprise,2026-03-17,True
befc281c-878,Python,Data Engineer,Senior,220000.0,On-site,Enterprise,2026-03-17,True
befc281c-878,Kafka,Data Engineer,Senior,220000.0,On-site,Enterprise,2026-03-17,True
befc281c-878,Docker,Data Engineer,Senior,220000.0,On-site,Enterprise,2026-03-17,True
befc281c-878,Airflow,Data Engineer,Senior,220000.0,On-site,Enterprise,2026-03-17,True
8b25bde2-4ef,Mlflow,Machine Learning Engineer,Senior,305000.0,Remote,Startup,2026-03-10,True
8b25bde2-4ef,Kubernetes,Machine Learning Engineer,Senior,305000.0,Remote,Startup,2026-03-10,True
8b25bde2-4ef,PyTorch,Machine Learning Engineer,Senior,305000.0,Remote,Startup,2026-03-10,True
8b25bde2-4ef,Scikit-Learn,Machine Learning Engineer,Senior,305000.0,Remote,Startup,2026-03-10,True
8b25bde2-4ef,Aws Sagemaker,Machine Learning Engineer,Senior,305000.0,Remote,Startup,2026-03-10,True
8b25bde2-4ef,Databricks,Machine Learning Engineer,Senior,305000.0,Remote,Startup,2026-03-10,True
